250	1.2468
250.05	1.2307
250.1	1.2514
250.15	1.237
250.2	1.2415
250.25	1.2301
250.3	1.2288
250.35	1.2383
250.4	1.2367
250.45	1.2394
250.5	1.2386
250.55	1.2291
250.6	1.2386
250.65	1.2456
250.7	1.243
250.75	1.231
250.8	1.2408
250.85	1.2414
250.9	1.2478
250.95	1.2479
251	1.2459
251.05	1.2412
251.1	1.2341
251.15	1.2486
251.2	1.24
251.25	1.239
251.3	1.2469
251.35	1.2352
251.4	1.2437
251.45	1.2673
251.5	1.2388
251.55	1.2497
251.6	1.2348
251.65	1.2487
251.7	1.2534
251.75	1.2468
251.8	1.2522
251.85	1.2551
251.9	1.2867
251.95	1.2571
252	1.2474
252.05	1.2398
252.1	1.2458
252.15	1.252
252.2	1.2676
252.25	1.2477
252.3	1.2453
252.35	1.249
252.4	1.2496
252.45	1.2758
252.5	1.2473
252.55	1.2536
252.6	1.2431
252.65	1.2481
252.7	1.2407
252.75	1.2508
252.8	1.2472
252.85	1.2506
252.9	1.2461
252.95	1.2388
253	1.2521
253.05	1.2544
253.1	1.2542
253.15	1.2609
253.2	1.2611
253.25	1.2551
253.3	1.2476
253.35	1.2558
253.4	1.2466
253.45	1.2461
253.5	1.2514
253.55	1.2748
253.6	1.3168
253.65	1.3551
253.7	1.3092
253.75	1.2747
253.8	1.265
253.85	1.2652
253.9	1.2575
253.95	1.2677
254	1.2527
254.05	1.25
254.1	1.247
254.15	1.2532
254.2	1.2509
254.25	1.2465
254.3	1.2545
254.35	1.2549
254.4	1.2623
254.45	1.2545
254.5	1.2528
254.55	1.2471
254.6	1.2443
254.65	1.2431
254.7	1.244
254.75	1.2421
254.8	1.2511
254.85	1.256
254.9	1.2712
254.95	1.2999
255	1.3435
255.05	1.3309
255.1	1.2719
255.15	1.2573
255.2	1.2346
255.25	1.2481
255.3	1.233
255.35	1.2475
255.4	1.2412
255.45	1.247
255.5	1.2451
255.55	1.2556
255.6	1.2295
255.65	1.237
255.7	1.2359
255.75	1.237
255.8	1.2381
255.85	1.233
255.9	1.2434
255.95	1.241
256	1.2316
256.05	1.2312
256.1	1.2392
256.15	1.2366
256.2	1.2478
256.25	1.2544
256.3	1.234
256.35	1.2308
256.4	1.222
256.45	1.228
256.5	1.2232
256.55	1.2263
256.6	1.2126
256.65	1.226
256.7	1.2317
256.75	1.2188
256.8	1.2272
256.85	1.2043
256.9	1.2226
256.95	1.2155
257	1.2254
257.05	1.221
257.1	1.2163
257.15	1.2189
257.2	1.22
257.25	1.208
257.3	1.215
257.35	1.2119
257.4	1.2136
257.45	1.2081
257.5	1.2218
257.55	1.2134
257.6	1.2269
257.65	1.1981
257.7	1.2157
257.75	1.2148
257.8	1.2196
257.85	1.2033
257.9	1.2046
257.95	1.2034
258	1.1913
258.05	1.2106
258.1	1.1909
258.15	1.1993
258.2	1.2025
258.25	1.1895
258.3	1.1971
258.35	1.2021
258.4	1.1885
258.45	1.189
258.5	1.2021
258.55	1.1944
258.6	1.1863
258.65	1.2028
258.7	1.1897
258.75	1.1914
258.8	1.1976
258.85	1.1902
258.9	1.1838
258.95	1.1772
259	1.1831
259.05	1.1717
259.1	1.1806
259.15	1.1805
259.2	1.179
259.25	1.1831
259.3	1.1729
259.35	1.1794
259.4	1.1701
259.45	1.1699
259.5	1.1664
259.55	1.1603
259.6	1.1814
259.65	1.1769
259.7	1.1743
259.75	1.1811
259.8	1.1756
259.85	1.1711
259.9	1.1562
259.95	1.165
260	1.1676
260.05	1.1539
260.1	1.1717
260.15	1.162
260.2	1.1538
260.25	1.1561
260.3	1.1536
260.35	1.1555
260.4	1.1681
260.45	1.1625
260.5	1.1451
260.55	1.1577
260.6	1.1536
260.65	1.1366
260.7	1.1516
260.75	1.1563
260.8	1.1552
260.85	1.1488
260.9	1.1588
260.95	1.1392
261	1.1468
261.05	1.1368
261.1	1.1418
261.15	1.1451
261.2	1.1213
261.25	1.1254
261.3	1.1358
261.35	1.1368
261.4	1.132
261.45	1.1413
261.5	1.1277
261.55	1.1188
261.6	1.1314
261.65	1.1292
261.7	1.1391
261.75	1.1422
261.8	1.1457
261.85	1.1275
261.9	1.1498
261.95	1.1297
262	1.1272
262.05	1.1327
262.1	1.1254
262.15	1.1366
262.2	1.1288
262.25	1.1332
262.3	1.1467
262.35	1.1802
262.4	1.1594
262.45	1.1911
262.5	1.2074
262.55	1.2349
262.6	1.252
262.65	1.2578
262.7	1.2162
262.75	1.1925
262.8	1.1625
262.85	1.1314
262.9	1.1254
262.95	1.1122
263	1.1139
263.05	1.0984
263.1	1.0876
263.15	1.1006
263.2	1.0946
263.25	1.1058
263.3	1.0882
263.35	1.0836
263.4	1.0953
263.45	1.0707
263.5	1.0953
263.55	1.0997
263.6	1.0643
263.65	1.0621
263.7	1.0687
263.75	1.0526
263.8	1.0531
263.85	1.0596
263.9	1.0626
263.95	1.0634
264	1.0406
264.05	1.0383
264.1	1.0354
264.15	1.0352
264.2	1.0435
264.25	1.0425
264.3	1.0387
264.35	1.0258
264.4	1.035
264.45	1.0325
264.5	1.0445
264.55	1.0642
264.6	1.0909
264.65	1.1569
264.7	1.215
264.75	1.1543
264.8	1.0786
264.85	1.0373
264.9	1.0216
264.95	1.0178
265	1.0125
265.05	0.99765
265.1	0.98181
265.15	0.98757
265.2	0.99423
265.25	0.98253
265.3	0.98622
265.35	0.9765
265.4	0.98865
265.45	1.0084
265.5	1.0098
265.55	1.0007
265.6	1.0239
265.65	1.0167
265.7	1.0149
265.75	0.98766
265.8	0.96453
265.85	0.97614
265.9	0.96291
265.95	0.95697
266	0.95634
266.05	0.96444
266.1	0.96192
266.15	0.95301
266.2	0.95319
266.25	0.96237
266.3	0.95598
266.35	0.94365
266.4	0.94005
266.45	0.93033
266.5	0.93321
266.55	0.93267
266.6	0.91953
266.65	0.94194
266.7	0.92727
266.75	0.92502
266.8	0.945
266.85	0.92088
266.9	0.93015
266.95	0.94986
267	0.9324
267.05	0.93717
267.1	0.91872
267.15	0.89504
267.2	0.90378
267.25	0.90504
267.3	0.90054
267.35	0.8784
267.4	0.89478
267.45	0.89686
267.5	0.88552
267.55	0.88179
267.6	0.87884
267.65	0.87909
267.7	0.88613
267.75	0.85937
267.8	0.86595
267.85	0.86217
267.9	0.86441
267.95	0.85143
268	0.86379
268.05	0.86714
268.1	0.86962
268.15	0.84715
268.2	0.84864
268.25	0.84097
268.3	0.85545
268.35	0.84102
268.4	0.84559
268.45	0.83846
268.5	0.84145
268.55	0.82901
268.6	0.83667
268.65	0.82806
268.7	0.84037
268.75	0.83511
268.8	0.82255
268.85	0.82046
268.9	0.82088
268.95	0.81804
269	0.80689
269.05	0.82388
269.1	0.82509
269.15	0.81391
269.2	0.79475
269.25	0.80532
269.3	0.78896
269.35	0.79417
269.4	0.80202
269.45	0.78716
269.5	0.80076
269.55	0.78133
269.6	0.78193
269.65	0.79807
269.7	0.78188
269.75	0.77532
269.8	0.77647
269.85	0.78417
269.9	0.75596
269.95	0.77304
270	0.75975
270.05	0.75158
270.1	0.75357
270.15	0.76119
270.2	0.75663
270.25	0.75453
270.3	0.75202
270.35	0.76762
270.4	0.75211
270.45	0.75647
270.5	0.73048
270.55	0.74996
270.6	0.7378
270.65	0.74764
270.7	0.72873
270.75	0.7547
270.8	0.72414
270.85	0.7241
270.9	0.73563
270.95	0.70714
271	0.71858
271.05	0.71766
271.1	0.71998
271.15	0.70545
271.2	0.70878
271.25	0.71339
271.3	0.71513
271.35	0.71455
271.4	0.70516
271.45	0.70505
271.5	0.69284
271.55	0.68843
271.6	0.67191
271.65	0.69227
271.7	0.69347
271.75	0.67897
271.8	0.67097
271.85	0.67726
271.9	0.68417
271.95	0.68251
272	0.67285
272.05	0.66531
272.1	0.65884
272.15	0.6815
272.2	0.65852
272.25	0.6759
272.3	0.66308
272.35	0.66919
272.4	0.65503
272.45	0.65707
272.5	0.65382
272.55	0.65384
272.6	0.63916
272.65	0.62751
272.7	0.64288
272.75	0.64806
272.8	0.62948
272.85	0.63968
272.9	0.63823
272.95	0.63451
273	0.62546
273.05	0.64516
273.1	0.62297
273.15	0.62932
273.2	0.61246
273.25	0.61389
273.3	0.6183
273.35	0.61383
273.4	0.6069
273.45	0.61191
273.5	0.60506
273.55	0.60321
273.6	0.59698
273.65	0.60359
273.7	0.61108
273.75	0.59378
273.8	0.57956
273.85	0.58266
273.9	0.58884
273.95	0.58108
274	0.57317
274.05	0.59373
274.1	0.57567
274.15	0.57231
274.2	0.59416
274.25	0.56605
274.3	0.57136
274.35	0.56478
274.4	0.57301
274.45	0.56901
274.5	0.57335
274.55	0.56932
274.6	0.55923
274.65	0.56915
274.7	0.53718
274.75	0.5517
274.8	0.54773
274.85	0.56155
274.9	0.54119
274.95	0.54968
275	0.5482
275.05	0.52636
275.1	0.53619
275.15	0.53944
275.2	0.53672
275.25	0.53295
275.3	0.52172
275.35	0.52257
275.4	0.51
275.45	0.51319
275.5	0.52904
275.55	0.51589
275.6	0.51589
275.65	0.50786
275.7	0.51438
275.75	0.51545
275.8	0.4955
275.85	0.51081
275.9	0.50836
275.95	0.48585
276	0.49494
276.05	0.47537
276.1	0.50092
276.15	0.49327
276.2	0.47153
276.25	0.48618
276.3	0.48505
276.35	0.50393
276.4	0.48452
276.45	0.49243
276.5	0.49699
276.55	0.46928
276.6	0.4739
276.65	0.46936
276.7	0.4674
276.75	0.47645
276.8	0.47631
276.85	0.45907
276.9	0.44997
276.95	0.45382
277	0.47907
277.05	0.44745
277.1	0.48089
277.15	0.47378
277.2	0.46558
277.25	0.44215
277.3	0.44796
277.35	0.44442
277.4	0.45211
277.45	0.4448
277.5	0.43751
277.55	0.44599
277.6	0.4421
277.65	0.43106
277.7	0.44307
277.75	0.43518
277.8	0.42282
277.85	0.42122
277.9	0.44195
277.95	0.42079
278	0.41377
278.05	0.42775
278.1	0.42229
278.15	0.43382
278.2	0.42551
278.25	0.41131
278.3	0.40911
278.35	0.40829
278.4	0.40788
278.45	0.42222
278.5	0.40694
278.55	0.40955
278.6	0.39317
278.65	0.38753
278.7	0.40622
278.75	0.39735
278.8	0.38432
278.85	0.40995
278.9	0.40316
278.95	0.41162
279	0.38019
279.05	0.39554
279.1	0.40388
279.15	0.37753
279.2	0.38138
279.25	0.39278
279.3	0.37595
279.35	0.38466
279.4	0.3579
279.45	0.37686
279.5	0.37534
279.55	0.36577
279.6	0.3839
279.65	0.38462
279.7	0.39337
279.75	0.36845
279.8	0.36763
279.85	0.35762
279.9	0.35689
279.95	0.36247
280	0.35066
280.05	0.3497
280.1	0.35086
280.15	0.36176
280.2	0.36544
280.25	0.37124
280.3	0.36026
280.35	0.3563
280.4	0.36581
280.45	0.34619
280.5	0.35162
280.55	0.33647
280.6	0.34194
280.65	0.34265
280.7	0.34062
280.75	0.34318
280.8	0.31569
280.85	0.34976
280.9	0.33876
280.95	0.33502
281	0.31247
281.05	0.32161
281.1	0.32703
281.15	0.33571
281.2	0.32138
281.25	0.31236
281.3	0.32967
281.35	0.3256
281.4	0.31158
281.45	0.30565
281.5	0.32179
281.55	0.31168
281.6	0.29352
281.65	0.30881
281.7	0.30134
281.75	0.32157
281.8	0.30287
281.85	0.32337
281.9	0.29802
281.95	0.31275
282	0.29795
282.05	0.2878
282.1	0.2934
282.15	0.29351
282.2	0.30989
282.25	0.30912
282.3	0.29228
282.35	0.28431
282.4	0.29162
282.45	0.29315
282.5	0.29091
282.55	0.28667
282.6	0.28758
282.65	0.30387
282.7	0.28853
282.75	0.2872
282.8	0.29649
282.85	0.28166
282.9	0.27657
282.95	0.29723
283	0.2918
283.05	0.27983
283.1	0.28054
283.15	0.27752
283.2	0.26904
283.25	0.29267
283.3	0.27556
283.35	0.26893
283.4	0.27283
283.45	0.27047
283.5	0.28572
283.55	0.28336
283.6	0.27396
283.65	0.26863
283.7	0.28551
283.75	0.26596
283.8	0.25459
283.85	0.25912
283.9	0.26521
283.95	0.27314
284	0.24993
284.05	0.2575
284.1	0.26415
284.15	0.25967
284.2	0.24787
284.25	0.24167
284.3	0.26176
284.35	0.2282
284.4	0.25087
284.45	0.24575
284.5	0.25844
284.55	0.25672
284.6	0.25096
284.65	0.25521
284.7	0.25033
284.75	0.25981
284.8	0.26058
284.85	0.24368
284.9	0.24582
284.95	0.24713
285	0.26587
285.05	0.23622
285.1	0.2351
285.15	0.24209
285.2	0.24584
285.25	0.25288
285.3	0.24081
285.35	0.25931
285.4	0.23145
285.45	0.24669
285.5	0.22992
285.55	0.22282
285.6	0.24246
285.65	0.23027
285.7	0.22777
285.75	0.23237
285.8	0.24193
285.85	0.23339
285.9	0.22504
285.95	0.21318
286	0.22236
286.05	0.25097
286.1	0.21804
286.15	0.22777
286.2	0.22576
286.25	0.22253
286.3	0.22073
286.35	0.22346
286.4	0.22797
286.45	0.2259
286.5	0.21767
286.55	0.21801
286.6	0.21521
286.65	0.2037
286.7	0.21378
286.75	0.19435
286.8	0.21471
286.85	0.21225
286.9	0.21604
286.95	0.20824
287	0.21808
287.05	0.21972
287.1	0.20823
287.15	0.2092
287.2	0.21219
287.25	0.21848
287.3	0.19095
287.35	0.20392
287.4	0.20996
287.45	0.20084
287.5	0.20725
287.55	0.1911
287.6	0.20407
287.65	0.21458
287.7	0.2032
287.75	0.19581
287.8	0.19715
287.85	0.18632
287.9	0.20964
287.95	0.18848
288	0.19541
288.05	0.20617
288.1	0.20421
288.15	0.19574
288.2	0.19618
288.25	0.19256
288.3	0.18438
288.35	0.19769
288.4	0.19129
288.45	0.18129
